Sigla,Codigo,Municipio,Numero de suicidios,Numero de suicidios do sexo feminino,Numero de suicidios de jovens de 15 a 29 anos,Numero de suicidios do sexo masculino,Taxa de suicidios(100.000 Habitantes),Taxa de suicidios do sexo feminino(100.000 Habitantes) ,Taxa de suicidios de jovens de 15 a 29 anos do sexo feminino(100.000 Habitantes) ,Taxa de suicidios de jovens(100.000 Habitantes),Taxa de suicidios do sexo masculino(100.000 Habitantes),Taxa de suicidios de jovens de 15 a 29 anos do sexo masculino(100.000 Habitantes),ano,IDHM (2000),IDHM (2010),IDHM Renda (2010),IDHM Longevidade (2010),IDHM Educacao (2010)
PI,2205532,Jurema,,,,,,,,,,,2003,348,555,511,767,435
PI,2205557,Lagoa Alegre,,,,,,,,,,,2003,373,550,538,728,425
PI,2205573,Lagoa de São Francisco,1,,,1,16.74,,,,32.31,,2003,312,529,499,743,400
PI,2205565,Lagoa do Barro do Piauí,,,,,,,,,,,2003,303,502,474,744,358
PI,2205581,Lagoa do Piauí,1,1,1,,26.99,56.18,212.31,92.51,,,2003,383,583,548,778,464
PI,2205599,Lagoa do Sítio,,,,,,,,,,,2003,382,541,504,745,421
PI,2205540,Lagoinha do Piauí,,,,,,,,,,,2003,457,597,561,776,488
PI,2205607,Landri Sales,,,,,,,,,,,2003,451,584,563,738,480
PI,2205706,Luís Correia,,,,,,,,,,,2003,348,541,544,730,398
PI,2205805,Luzilândia,2,1,1,1,8.49,8.52,32.10,15.45,8.45,,2003,380,545,550,700,420
PI,2205854,Madeiro,,,,,,,,,,,2003,362,563,472,772,489
PI,2205904,Manoel Emídio,,,,,,,,,,,2003,442,573,534,758,466
PI,2205953,Marcolândia,,,,,,,,,,,2003,396,562,578,700,438
PI,2206001,Marcos Parente,,,,,,,,,,,2003,466,590,580,717,494
PI,2206050,Massapê do Piauí,1,,,1,16.16,,,,31.65,,2003,310,525,514,730,386
PI,2206100,Matias Olímpio,,,,,,,,,,,2003,376,562,521,779,438
PI,2206209,Miguel Alves,1,,,1,3.28,,,,6.38,,2003,338,539,533,742,396
PI,2206308,Miguel Leão,,,,,,,,,,,2003,412,623,579,782,533
PI,2206357,Milton Brandão,1,,1,1,13.53,,,53.08,26.23,104.60,2003,297,508,476,772,357
PI,2206407,Monsenhor Gil,,,,,,,,,,,2003,440,615,568,781,524
PI,2206506,Monsenhor Hipólito,,,,,,,,,,,2003,409,561,591,739,404
PI,2206605,Monte Alegre do Piauí,,,,,,,,,,,2003,387,578,531,768,474
PI,2206654,Morro Cabeça no Tempo,,,,,,,,,,,2003,317,542,472,774,435
PI,2206670,Morro do Chapéu do Piauí,,,,,,,,,,,2003,297,550,536,742,418
PI,2206696,Murici dos Portelas,,,,,,,,,,,2003,312,530,489,777,391
PI,2206704,Nazaré do Piauí,,,,,,,,,,,2003,380,576,531,707,510
PI,2206720,Nazária,,,,,,,,,,,2003,389,602,546,780,512
PI,2206753,Nossa Senhora de Nazaré,,,,,,,,,,,2003,373,586,557,780,462
PI,2206803,Nossa Senhora dos Remédios,,,,,,,,,,,2003,370,533,503,732,411
PI,2207959,Nova Santa Rita,,,,,,,,,,,2003,321,554,520,770,425
PI,2206902,Novo Oriente do Piauí,,,,,,,,,,,2003,390,562,547,775,418
PI,2206951,Novo Santo Antônio,,,,,,,,,,,2003,246,528,536,702,392
PI,2207009,Oeiras,2,1,,1,5.79,5.60,,,6.00,,2003,445,634,619,753,547
PI,2207108,Olho D'Água do Piauí,,,,,,,,,,,2003,398,576,537,746,477
PI,2207207,Padre Marcos,1,1,,,13.62,27.10,,,,,2003,352,541,531,699,427
PI,2207306,Paes Landim,,,,,,,,,,,2003,450,575,537,721,492
PI,2207355,Pajeú do Piauí,,,,,,,,,,,2003,383,559,560,732,427
PI,2207405,Palmeira do Piauí,,,,,,,,,,,2003,428,557,570,704,431
PI,2207504,Palmeirais,,,,,,,,,,,2003,370,562,515,776,443
PI,2207553,Paquetá,1,,1,1,22.74,,,74.74,43.92,140.25,2003,284,509,519,731,348
PI,2207603,Parnaguá,,,,,,,,,,,2003,362,575,526,777,464
PI,2207702,Parnaíba,,,,,,,,,,,2003,546,687,658,816,604
PI,2207751,Passagem Franca do Piauí,,,,,,,,,,,2003,376,561,594,758,393
PI,2207777,Patos do Piauí,,,,,,,,,,,2003,364,563,529,755,448
PI,2207793,Pau D'Arco do Piauí,,,,,,,,,,,2003,282,514,488,742,376
PI,2207801,Paulistana,1,,,1,5.85,,,,12.00,,2003,396,600,596,767,472
PI,2207850,Pavussu,,,,,,,,,,,2003,333,526,512,748,379
PI,2207900,Pedro II,1,1,1,,2.72,5.35,19.99,10.20,,,2003,385,571,566,767,428
PI,2207934,Pedro Laurentino,,,,,,,,,,,2003,325,562,479,746,496
PI,2208007,Picos,4,,3,4,5.61,,,14.26,11.66,29.97,2003,545,698,684,800,621
PI,2208106,Pimenteiras,1,,1,1,8.47,,,29.68,16.59,56.21,2003,376,566,553,774,423
PI,2208205,Pio IX,1,,1,1,6.02,,,22.51,12.16,45.87,2003,367,564,538,758,440
PI,2208304,Piracuruca,2,,,2,7.70,,,,15.52,,2003,431,596,575,770,478
PI,2208403,Piripiri,3,,,3,4.91,,,,10.11,,2003,455,635,621,775,533
PI,2208502,Porto,,,,,,,,,,,2003,374,549,537,758,406
PI,2208551,Porto Alegre do Piauí,,,,,,,,,,,2003,374,563,539,732,452
PI,2208601,Prata do Piauí,,,,,,,,,,,2003,418,565,527,764,448
PI,2208650,Queimada Nova,1,,,1,11.63,,,,23.28,,2003,280,515,490,758,368
PI,2208700,Redenção do Gurguéia,,,,,,,,,,,2003,402,589,557,766,478
PI,2208809,Regeneração,,,,,,,,,,,2003,430,591,582,714,498
PI,2208858,Riacho Frio,,,,,,,,,,,2003,395,541,483,761,431
PI,2208874,Ribeira do Piauí,,,,,,,,,,,2003,285,520,505,758,368
PI,2208908,Ribeiro Gonçalves,2,,1,2,34.95,,,65.02,68.00,123.30,2003,439,601,568,787,485
PI,2209005,Rio Grande do Piauí,,,,,,,,,,,2003,414,572,552,767,442
PI,2209104,Santa Cruz do Piauí,,,,,,,,,,,2003,445,601,570,720,530
PI,2209153,Santa Cruz dos Milagres,,,,,,,,,,,2003,392,577,524,719,509
PI,2209203,Santa Filomena,,,,,,,,,,,2003,393,544,530,789,385
PI,2209302,Santa Luz,,,,,,,,,,,2003,414,588,539,768,490
PI,2209377,Santa Rosa do Piauí,,,,,,,,,,,2003,351,574,539,736,476
PI,2209351,Santana do Piauí,,,,,,,,,,,2003,352,567,539,699,483
PI,2209401,Santo Antônio de Lisboa,1,,1,1,19.30,,,74.85,38.77,147.49,2003,443,584,597,704,473
PI,2209450,Santo Antônio dos Milagres,,,,,,,,,,,2003,444,619,524,776,582
PI,2209500,Santo Inácio do Piauí,,,,,,,,,,,2003,427,613,543,776,546
PI,2209559,São Braz do Piauí,,,,,,,,,,,2003,350,596,533,771,514
PI,2209609,São Félix do Piauí,1,1,,,30.58,60.42,,,,,2003,481,610,587,742,520
PI,2209658,São Francisco de Assis do Piauí,,,,,,,,,,,2003,241,485,462,734,336
PI,2209708,São Francisco do Piauí,1,1,,,15.98,32.75,,,,,2003,348,570,557,744,448
PI,2209757,São Gonçalo do Gurguéia,,,,,,,,,,,2003,384,560,572,701,438
PI,2209807,São Gonçalo do Piauí,,,,,,,,,,,2003,502,616,538,739,588
PI,2209856,São João da Canabrava,,,,,,,,,,,2003,366,559,539,726,446
PI,2209872,São João da Fronteira,,,,,,,,,,,2003,359,515,516,753,351
PI,2209906,São João da Serra,,,,,,,,,,,2003,364,582,545,757,478
PI,2209955,São João da Varjota,,,,,,,,,,,2003,368,559,536,708,460
PI,2209971,São João do Arraial,,,,,,,,,,,2003,357,523,496,720,401
PI,2210003,São João do Piauí,4,1,2,3,21.96,10.77,,36.83,33.61,75.33,2003,451,645,615,769,567
PI,2210052,São José do Divino,,,,,,,,,,,2003,363,565,529,775,440
PI,2210102,São José do Peixe,1,,,1,26.26,,,,51.79,,2003,408,573,548,766,449
PI,2210201,São José do Piauí,,,,,,,,,,,2003,357,552,569,700,423
PI,2210300,São Julião,,,,,,,,,,,2003,436,594,593,775,455
PI,2210359,São Lourenço do Piauí,,,,,,,,,,,2003,399,595,560,753,499
PI,2210375,São Luis do Piauí,,,,,,,,,,,2003,390,554,520,757,433
PI,2210383,São Miguel da Baixa Grande,,,,,,,,,,,2003,342,563,557,774,413
PI,2210391,São Miguel do Fidalgo,,,,,,,,,,,2003,348,535,505,747,407
PI,2210409,São Miguel do Tapuio,1,,,1,5.30,,,,10.43,,2003,342,556,508,780,434
PI,2210508,São Pedro do Piauí,1,,,1,7.80,,,,15.74,,2003,437,595,553,776,492
PI,2210607,São Raimundo Nonato,,,,,,,,,,,2003,497,661,631,779,587
PI,2210623,Sebastião Barros,,,,,,,,,,,2003,338,536,508,770,394
PI,2210631,Sebastião Leal,,,,,,,,,,,2003,369,562,516,736,467
PI,2210656,Sigefredo Pacheco,,,,,,,,,,,2003,356,581,518,764,496
PI,2210706,Simões,1,,,1,7.32,,,,14.66,,2003,371,575,560,771,440
PI,2210805,Simplício Mendes,,,,,,,,,,,2003,473,627,613,767,525
PI,2210904,Socorro do Piauí,1,,,1,21.93,,,,42.90,,2003,344,561,513,739,465
PI,2210938,Sussuapara,,,,,,,,,,,2003,390,586,563,749,476
PI,2210953,Tamboril do Piauí,1,,,1,42.79,,,,84.75,,2003,316,501,509,685,360
PI,2210979,Tanque do Piauí,,,,,,,,,,,2003,376,579,553,704,499
PI,2211001,Teresina,49,15,25,34,6.52,3.76,6.98,10.43,9.65,14.45,2003,620,751,731,820,707
PI,2211100,União,,,,,,,,,,,2003,397,577,542,781,453
PI,2211209,Uruçuí,1,,1,1,5.70,,,21.20,11.43,41.49,2003,432,631,614,794,516
PI,2211308,Valença do Piauí,1,,,1,4.88,,,,10.24,,2003,496,647,620,773,566
PI,2211357,Várzea Branca,,,,,,,,,,,2003,318,553,518,743,440
PI,2211407,Várzea Grande,,,,,,,,,,,2003,421,571,554,708,474
PI,2211506,Vera Mendes,,,,,,,,,,,2003,358,503,494,685,375
PI,2211605,Vila Nova do Piauí,2,,,2,68.40,,,,131.75,,2003,357,565,559,685,471
PI,2211704,Wall Ferraz,,,,,,,,,,,2003,282,544,513,708,443
PR,4100103,Abatiá,,,,,,,,,,,2003,553,687,676,804,596
PR,4100202,Adrianópolis,,,,,,,,,,,2003,542,667,644,817,563
PR,4100301,Agudos do Sul,,,,,,,,,,,2003,513,660,671,790,543
PR,4100400,Almirante Tamandaré,5,2,2,3,5.06,4.04,7.05,6.98,6.07,6.91,2003,583,699,706,840,575
PR,4100459,Altamira do Paraná,1,,1,1,14.57,,,50.03,28.25,97.56,2003,496,667,667,780,571
PR,4100608,Alto Paraná,,,,,,,,,,,2003,610,721,690,848,641
PR,4100707,Alto Piquiri,,,,,,,,,,,2003,530,678,677,829,556
PR,4100509,Altônia,2,,,2,11.38,,,,22.68,,2003,607,696,679,846,587
PR,4100806,Alvorada do Sul,,,,,,,,,,,2003,587,676,669,798,578
PR,4100905,Amaporã,,,,,,,,,,,2003,646,708,695,826,617
PR,4101002,Ampére,3,,,3,18.33,,,,36.91,,2003,592,669,644,785,591
PR,4101051,Anahy,,,,,,,,,,,2003,615,709,699,824,620
PR,4101101,Andirá,,,,,,,,,,,2003,595,695,671,844,593
PR,4101150,Ângulo,,,,,,,,,,,2003,644,725,690,838,660
PR,4101200,Antonina,1,,1,1,5.04,,,20.62,10.04,39.17,2003,629,721,705,827,644
PR,4101309,Antônio Olinto,,,,,,,,,,,2003,582,687,686,838,564
PR,4101408,Apucarana,6,,4,6,5.37,,,13.25,10.96,26.55,2003,495,656,626,825,547
PR,4101507,Arapongas,1,,,1,1.09,,,,2.20,,2003,669,748,741,845,668
PR,4101606,Arapoti,1,,,1,4.03,,,,7.97,,2003,669,748,751,834,669
PR,4101655,Arapuã,,,,,,,,,,,2003,631,723,715,823,643
PR,4101705,Araruna,1,,,1,7.52,,,,14.63,,2003,543,676,638,828,584
PR,4101804,Araucária,7,,4,7,6.71,,,13.05,13.32,25.87,2003,602,704,685,785,648
PR,4101853,Ariranha do Ivaí,,,,,,,,,,,2003,628,740,743,852,639
PR,4101903,Assaí,2,1,,1,11.53,11.36,,,11.72,,2003,517,670,637,794,594
PR,4102000,Assis Chateaubriand,2,,,2,6.38,,,,12.98,,2003,618,728,724,833,641
PR,4199919,Assunguy de Cima,,,,,,,,,,,2003,678,729,713,857,633
PR,4102109,Astorga,2,,1,2,8.33,,,16.21,16.84,32.27,2003,639,747,754,818,675
PR,4102208,Atalaia,,,,,,,,,,,2003,651,736,707,854,660
PR,4102307,Balsa Nova,,,,,,,,,,,2003,605,696,707,823,579
PR,4102406,Bandeirantes,,,,,,,,,,,2003,641,727,714,819,658
PR,4102505,Barbosa Ferraz,2,1,,1,15.63,15.73,,,15.54,,2003,580,696,667,808,625
PR,4102703,Barra do Jacaré,,,,,,,,,,,2003,613,706,716,833,590
PR,4102604,Barracão,,,,,,,,,,,2003,663,744,678,813,747
PR,4102752,Bela Vista da Caroba,,,,,,,,,,,2003,545,681,667,828,572
PR,4102802,Bela Vista do Paraíso,1,,,1,6.66,,,,13.52,,2003,641,716,721,844,604
PR,4102901,Bituruna,1,,1,1,6.02,,,21.84,11.63,41.84,2003,533,667,645,829,556
PR,4103008,Boa Esperança,,,,,,,,,,,2003,615,720,687,808,673
PR,4103024,Boa Esperança do Iguaçu,,,,,,,,,,,2003,565,700,673,848,602
PR,4103040,Boa Ventura de São Roque,,,,,,,,,,,2003,515,655,635,802,553
PR,4103057,Boa Vista da Aparecida,2,,1,2,25.57,,,48.19,50.11,95.24,2003,559,670,668,801,563
PR,4103107,Bocaiúva do Sul,,,,,,,,,,,2003,523,640,679,816,473
PR,4103156,Bom Jesus do Sul,,,,,,,,,,,2003,544,697,640,805,656
PR,4103206,Bom Sucesso,1,,1,1,17.01,,,68.49,34.06,133.69,2003,573,686,692,820,570
PR,4103222,Bom Sucesso do Sul,,,,,,,,,,,2003,638,742,704,836,695
PR,4103305,Borrazópolis,,,,,,,,,,,2003,595,717,695,838,633
PR,4103354,Braganey,,,,,,,,,,,2003,537,701,689,797,627
PR,4103370,Brasilândia do Sul,,,,,,,,,,,2003,582,681,680,813,572
PR,4103404,Cafeara,,,,,,,,,,,2003,586,693,683,811,602
PR,4103453,Cafelândia,1,,1,1,8.27,,,27.91,16.52,55.96,2003,666,748,723,835,692
PR,4103479,Cafezal do Sul,,,,,,,,,,,2003,580,692,686,792,611
PR,4103503,Califórnia,,,,,,,,,,,2003,611,722,718,821,638
PR,4103602,Cambará,2,1,1,1,8.63,8.46,,17.09,8.81,34.66,2003,645,721,711,818,645
PR,4103701,Cambé,3,1,2,2,3.24,2.14,,7.82,4.37,15.49,2003,661,734,724,840,651
PR,4103800,Cambira,,,,,,,,,,,2003,633,725,702,835,651
PR,4103909,Campina da Lagoa,1,,,1,6.27,,,,12.54,,2003,598,704,677,829,623
PR,4103958,Campina do Simão,,,,,,,,,,,2003,491,630,598,792,527
PR,4104006,Campina Grande do Sul,2,,2,2,5.10,,,17.39,10.02,34.39,2003,597,718,712,860,605
PR,4104055,Campo Bonito,,,,,,,,,,,2003,512,681,690,813,562
PR,4104105,Campo do Tenente,,,,,,,,,,,2003,550,686,661,806,606
PR,4104204,Campo Largo,3,,2,3,3.03,,,7.06,6.05,13.99,2003,639,745,730,854,664
PR,4104253,Campo Magro,1,,1,1,4.36,,,15.00,8.57,29.34,2003,579,701,685,828,607
PR,4104303,Campo Mourão,6,,1,6,7.38,,,4.62,15.29,9.62,2003,675,757,749,841,689
PR,4104402,Cândido de Abreu,2,,2,2,11.15,,,42.90,21.31,79.87,2003,460,629,643,783,494
PR,4104428,Candói,1,,,1,6.82,,,,13.34,,2003,509,635,655,778,503
PR,4104451,Cantagalo,2,,1,2,15.45,,,29.13,30.27,56.72,2003,516,635,638,768,522
PR,4104501,Capanema,3,,,3,16.77,,,,33.34,,2003,607,706,719,801,611
PR,4104600,Capitão Leônidas Marques,2,,,2,13.48,,,,26.53,,2003,626,716,712,829,623
PR,4104659,Carambeí,2,,,2,12.52,,,,24.71,,2003,647,728,721,836,640
PR,4104709,Carlópolis,,,,,,,,,,,2003,590,713,696,832,625
PR,4104808,Cascavel,25,3,12,22,9.56,2.24,,16.21,17.25,33.40,2003,692,782,776,846,728
PR,4104907,Castro,6,,3,6,9.09,,,16.12,18.12,31.82,2003,613,703,704,823,600
PR,4105003,Catanduvas,,,,,,,,,,,2003,569,678,677,805,573
PR,4105102,Centenário do Sul,2,,,2,18.08,,,,36.20,,2003,603,668,686,791,549
PR,4105201,Cerro Azul,1,,,1,6.08,,,,11.71,,2003,450,573,604,797,391
PR,4105300,Céu Azul,1,,,1,9.62,,,,19.55,,2003,644,732,732,812,659
PR,4105409,Chopinzinho,1,1,,,4.83,9.73,,,,,2003,623,740,740,817,671
PR,4105508,Cianorte,9,,4,9,15.07,,,25.27,30.67,51.97,2003,639,755,747,841,685
PR,4105607,Cidade Gaúcha,3,,,3,30.43,,,,60.78,,2003,608,718,712,805,645
PR,4105706,Clevelândia,1,,,1,5.43,,,,11.08,,2003,550,694,718,813,573
PR,4105805,Colombo,5,,1,5,2.46,,,1.66,4.94,3.32,2003,630,733,715,870,632
PR,4105904,Colorado,,,,,,,,,,,2003,649,730,747,804,649
PR,4199929,Conchas,,,,,,,,,,,2003,,,,,
PR,4106001,Congonhinhas,,,,,,,,,,,2003,534,668,655,809,562
PR,4106100,Conselheiro Mairinck,1,,,1,28.93,,,,55.90,,2003,588,707,675,806,650
PR,4106209,Contenda,1,,,1,7.22,,,,14.27,,2003,601,681,697,816,555
PR,4106308,Corbélia,,,,,,,,,,,2003,625,738,728,807,683
PR,4106407,Cornélio Procópio,3,,,3,6.39,,,,13.09,,2003,689,759,746,848,692
PR,4106456,Coronel Domingos Soares,1,,1,1,14.06,,,52.74,27.10,101.94,2003,426,600,609,792,447
PR,4106506,Coronel Vivida,,,,,,,,,,,2003,607,723,714,810,653
PR,4106555,Corumbataí do Sul,1,1,,,22.60,48.90,,,,,2003,507,638,632,790,520
PR,4106803,Cruz Machado,1,,1,1,5.55,,,20.46,10.67,38.26,2003,562,709,703,792,641
PR,4106571,Cruzeiro do Iguaçu,2,,1,2,48.40,,,94.07,95.19,177.62,2003,623,717,698,825,640
PR,4106605,Cruzeiro do Oeste,2,,,2,10.44,,,,21.18,,2003,582,713,682,828,641
PR,4106704,Cruzeiro do Sul,,,,,,,,,,,2003,492,664,635,845,545
PR,4106852,Cruzmaltina,,,,,,,,,,,2003,546,666,650,768,593
PR,4106902,Curitiba,88,21,33,67,5.27,2.41,3.27,6.87,8.36,10.60,2003,750,823,850,855,768
PR,4107009,Curiúva,,,,,,,,,,,2003,482,656,649,795,546
PR,4107108,Diamante do Norte,,,,,,,,,,,2003,532,644,647,776,532
PR,4107124,Diamante do Sul,,,,,,,,,,,2003,613,723,699,824,657
PR,4107157,Diamante D'Oeste,,,,,,,,,,,2003,488,608,605,777,479
PR,4107207,Dois Vizinhos,6,3,2,3,18.61,18.45,23.05,23.12,18.78,23.19,2003,658,767,747,850,711
PR,4107256,Douradina,,,,,,,,,,,2003,591,724,721,818,644
PR,4107306,Doutor Camargo,1,,,1,17.48,,,,35.47,,2003,648,746,704,839,702
PR,4128633,Doutor Ulysses,,,,,,,,,,,2003,377,546,570,791,362
PR,4107405,Enéas Marques,1,1,,,16.52,34.19,,,,,2003,634,752,767,835,664
PR,4107504,Engenheiro Beltrão,,,,,,,,,,,2003,650,730,701,820,677
PR,4107538,Entre Rios do Oeste,1,,,1,28.99,,,,58.31,,2003,714,761,778,826,686
PR,4107520,Esperança Nova,,,,,,,,,,,2003,584,689,690,799,594
PR,4107546,Espigão Alto do Iguaçu,,,,,,,,,,,2003,529,636,632,781,521
PR,4107553,Farol,,,,,,,,,,,2003,571,715,671,818,665
PR,4107603,Faxinal,1,,,1,6.55,,,,13.28,,2003,590,687,697,796,584
PR,4107652,Fazenda Rio Grande,3,,1,3,4.02,,,4.66,7.96,9.36,2003,594,720,713,847,617
PR,4107702,Fênix,,,,,,,,,,,2003,601,716,669,825,665
PR,4107736,Fernandes Pinheiro,,,,,,,,,,,2003,526,645,647,791,525
PR,4107751,Figueira,1,,,1,11.28,,,,22.21,,2003,555,677,680,801,569
PR,4107850,Flor da Serra do Sul,,,,,,,,,,,2003,670,745,739,853,656
PR,4107801,Floraí,,,,,,,,,,,2003,583,682,680,833,560
PR,4107900,Floresta,,,,,,,,,,,2003,657,736,707,816,691
PR,4108007,Florestópolis,1,,1,1,8.17,,,29.71,15.85,57.60,2003,571,701,682,807,625
PR,4108106,Flórida,,,,,,,,,,,2003,649,732,707,816,679
PR,4108205,Formosa do Oeste,,,,,,,,,,,2003,603,723,692,836,652
PR,4108304,Foz do Iguaçu,9,1,4,8,3.22,0.71,2.35,4.87,5.79,7.60,2003,663,751,748,858,661
PR,4108452,Foz do Jordão,,,,,,,,,,,2003,516,645,654,828,496
PR,4108320,Francisco Alves,1,,,1,15.97,,,,31.71,,2003,576,669,669,786,570
PR,4108403,Francisco Beltrão,9,5,1,4,13.06,14.23,10.97,5.56,11.84,,2003,683,774,758,844,726
PR,4108502,General Carneiro,,,,,,,,,,,2003,532,652,638,816,532
PR,4108551,Godoy Moreira,,,,,,,,,,,2003,515,675,642,828,578
PR,4108601,Goioerê,6,2,2,4,21.84,14.27,27.31,27.50,29.72,27.69,2003,610,731,720,850,639
PR,4108650,Goioxim,2,,,2,24.11,,,,46.05,,2003,446,641,593,813,547
PR,4108700,Grandes Rios,1,,,1,13.10,,,,25.08,,2003,528,658,649,799,550
PR,4108809,Guaíra,2,,,2,7.08,,,,14.30,,2003,643,724,739,836,615
PR,4108908,Guairaçá,,,,,,,,,,,2003,593,693,698,829,574
PR,4108957,Guamiranga,1,,,1,13.43,,,,25.90,,2003,511,669,657,804,568
PR,4109005,Guapirama,,,,,,,,,,,2003,570,702,666,805,645
PR,4109104,Guaporema,,,,,,,,,,,2003,563,719,686,808,671
PR,4109203,Guaraci,,,,,,,,,,,2003,603,698,693,821,598
PR,4109302,Guaraniaçu,3,,1,3,18.90,,,23.90,37.22,46.51,2003,575,677,698,841,528
PR,4109401,Guarapuava,14,2,6,12,8.70,2.44,,13.68,15.18,27.73,2003,632,731,730,853,628
PR,4109500,Guaraqueçaba,,,,,,,,,,,2003,430,587,587,792,434
PR,4109609,Guaratuba,6,2,2,4,19.93,13.52,25.23,24.73,26.11,24.25,2003,613,717,737,828,604
PR,4109658,Honório Serpa,,,,,,,,,,,2003,529,683,645,807,612
PR,4109708,Ibaiti,1,,1,1,3.76,,,14.69,7.43,28.84,2003,548,710,738,813,596
PR,4109757,Ibema,1,,1,1,17.25,,,63.37,34.12,128.87,2003,531,685,664,786,615
PR,4109807,Ibiporã,2,,1,2,4.51,,,8.39,9.19,17.14,2003,640,726,720,821,647
PR,4109906,Icaraíma,1,,,1,10.58,,,,20.73,,2003,610,666,673,792,554
PR,4110003,Iguaraçu,,,,,,,,,,,2003,659,758,714,833,732
PR,4110052,Iguatu,,,,,,,,,,,2003,559,703,672,812,637
PR,4110078,Imbaú,,,,,,,,,,,2003,521,622,636,785,481
PR,4110102,Imbituva,2,1,1,1,7.58,7.77,,13.56,7.40,26.18,2003,540,660,681,828,509
PR,4110201,Inácio Martins,,,,,,,,,,,2003,491,600,623,765,454
PR,4110300,Inajá,,,,,,,,,,,2003,554,705,676,807,641
PR,4110409,Indianópolis,,,,,,,,,,,2003,629,724,707,835,642
PR,4110508,Ipiranga,,,,,,,,,,,2003,519,652,684,828,489
PR,4110607,Iporã,,,,,,,,,,,2003,601,706,696,829,611
PR,4110656,Iracema do Oeste,,,,,,,,,,,2003,584,707,672,836,630
PR,4110706,Irati,4,2,3,2,7.49,7.43,14.40,21.43,7.55,28.36,2003,617,726,715,835,640
PR,4110805,Iretama,1,1,1,,10.04,20.59,76.63,37.47,,,2003,543,665,696,811,521
PR,4110904,Itaguajé,,,,,,,,,,,2003,596,707,672,791,664
PR,4110953,Itaipulândia,,,,,,,,,,,2003,633,738,779,848,608
PR,4111001,Itambaracá,1,1,,,15.92,32.47,,,,,2003,600,694,664,789,639
PR,4111100,Itambé,1,,,1,16.97,,,,34.34,,2003,658,746,691,854,703
PR,4111209,Itapejara d'Oeste,1,,,1,10.87,,,,21.57,,2003,608,731,713,828,661
PR,4111258,Itaperuçu,1,,,1,4.55,,,,9.01,,2003,474,637,654,779,507
PR,4111308,Itaúna do Sul,,,,,,,,,,,2003,567,656,651,798,543
PR,4111407,Ivaí,2,,1,2,16.61,,,30.06,31.92,55.28,2003,536,651,654,791,534
PR,4111506,Ivaiporã,5,1,1,4,16.25,6.42,25.32,12.95,26.35,,2003,623,730,711,827,661
PR,4111555,Ivaté,1,,,1,14.53,,,,28.73,,2003,574,706,684,803,641
PR,4111605,Ivatuba,,,,,,,,,,,2003,700,766,718,837,748
PR,4111704,Jaboti,1,1,1,,21.51,44.33,167.79,80.39,,,2003,587,718,699,827,640
PR,4111803,Jacarezinho,1,,,1,2.55,,,,5.18,,2003,644,743,734,844,663
PR,4111902,Jaguapitã,2,,1,2,18.13,,,34.78,36.08,68.40,2003,632,715,714,834,615
PR,4112009,Jaguariaíva,2,,,2,6.13,,,,12.30,,2003,617,743,698,859,684
PR,4112108,Jandaia do Sul,,,,,,,,,,,2003,660,747,741,801,703
PR,4112207,Janiópolis,2,1,,1,27.37,27.82,,,26.94,,2003,578,696,688,826,593
PR,4112306,Japira,1,,,1,20.35,,,,39.12,,2003,579,696,675,827,603
PR,4112405,Japurá,,,,,,,,,,,2003,627,712,698,829,623
PR,4112504,Jardim Alegre,1,,,1,7.31,,,,14.20,,2003,563,689,696,827,569
PR,4112603,Jardim Olinda,,,,,,,,,,,2003,576,682,669,791,600
PR,4112702,Jataizinho,1,,,1,8.62,,,,17.28,,2003,611,687,669,845,574
PR,4112751,Jesuítas,,,,,,,,,,,2003,626,705,680,839,615
PR,4112801,Joaquim Távora,,,,,,,,,,,2003,620,700,699,801,613
PR,4112900,Jundiaí do Sul,,,,,,,,,,,2003,597,688,660,817,605
PR,4112959,Juranda,,,,,,,,,,,2003,594,708,678,818,639
PR,4113007,Jussara,,,,,,,,,,,2003,637,718,716,835,619
PR,4113106,Kaloré,,,,,,,,,,,2003,629,721,673,848,657
PR,4113205,Lapa,2,1,,1,4.65,4.71,,,4.59,,2003,614,706,696,848,595
PR,4113254,Laranjal,2,,1,2,27.85,,,52.33,52.87,98.52,2003,419,585,581,790,436
PR,4113304,Laranjeiras do Sul,2,2,2,,6.63,13.01,49.88,25.54,,,2003,598,706,709,835,594
PR,4113403,Leópolis,1,1,1,,23.03,46.10,180.83,89.05,,,2003,632,707,657,812,663
PR,4113429,Lidianópolis,1,,,1,24.07,,,,47.39,,2003,582,680,657,802,598
PR,4113452,Lindoeste,,,,,,,,,,,2003,560,666,652,769,588
PR,4113502,Loanda,2,,,2,9.95,,,,20.22,,2003,631,725,724,815,645
PR,4113601,Lobato,,,,,,,,,,,2003,690,744,708,841,692
PR,4113700,Londrina,25,3,9,22,5.35,1.24,1.55,7.11,9.75,12.88,2003,716,778,789,837,712
PR,4113734,Luiziana,1,1,1,,14.37,29.77,111.98,52.41,,,2003,530,668,659,781,580
PR,4113759,Lunardelli,1,,,1,19.64,,,,37.82,,2003,565,690,655,826,607
PR,4113809,Lupionópolis,,,,,,,,,,,2003,615,710,703,856,595
PR,4113908,Mallet,3,1,,2,23.35,16.16,,,30.03,,2003,575,708,681,809,645
PR,4114005,Mamborê,3,,,3,20.15,,,,39.69,,2003,604,719,698,821,649
